Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,,,,
,CO_331:0000760,RnSPMMV_Et_1to9,SPMMV,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.5.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000396,Reaction to Sweet potato mild mottle virus (SPMMV),Biotic stress trait,Reaction to Sweet potato mild mottle virus (SPMMV),,RnSPMMV,,Plant,Reaction to Sweet potato mild mottle virus (SPMMV),Recommended,Huaman1991:Def_8.5.2,CO_331:0000512,Visual estimation of the plant response to  Sweet potato mild mottle virus,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato mild mottle virus,,Huaman1991:Def_8.5.2,CO_331:0000630,RcSPMMV 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000761,RnSPVMV_Et_1to9,SPVMV,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.5.3,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000397,Reaction to Sweet potato vein mottle virus (SPVMV),Biotic stress trait,Reaction to Sweet potato vein mottle virus (SPVMV),,RnSPVMV,,Plant,Reaction to Sweet potato vein mottle virus (SPVMV),Recommended,Huaman1991:Def_8.5.3,CO_331:0000513,Visual estimation of the plant response to  Sweet potato vein mottle virus,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato vein mottle virus,,Huaman1991:Def_8.5.3,CO_331:0000631,RcSPVMV 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000762,RnSPVD_Et_1to9,SPVD,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.5.4,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000398,Reaction to Sweet potato virus disease complex (SPVD complex),Biotic stress trait,Reaction to Sweet potato virus disease complex (SPVD complex),,RnSPVD,,Plant,Reaction to Sweet potato virus disease complex (SPVD complex),Recommended,Huaman1991:Def_8.5.4,CO_331:0000514,Visual estimation of the plant response to  Sweet potato virus disease complex,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to Sweet potato virus disease complex,,Huaman1991:Def_8.5.4,CO_331:0000632,RcSPVD 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000763,RnOV_Et_1to9,VIRUS,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.5.5,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000399,Reaction to Other virus,Biotic stress trait,Reaction to Other virus,,RnOV,,Plant,Reaction to Other virus,Recommended,Huaman1991:Def_8.5.5,CO_331:0000515,Visual estimation of the plant response to  other virus,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to other virus,,Huaman1991:Def_8.5.5,CO_331:0000633,RcOV 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000764,RnWB_Et_1to9,BROOM,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.6.1,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000400,Reaction to Witches broom,Biotic stress trait,Reaction to Witches broom,,RnWB,,Plant,Reaction to Witches broom,Recommended,Huaman1991:Def_8.6.1,CO_331:0000516,Visual estimation of the plant response to  witches broom,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to witches broom,,Huaman1991:Def_8.6.1,CO_331:0000634,RcWB 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000765,RnOM_Et_1to9,MYCOPLASMA,Evaluation in Trials,RG,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_8.6.2,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000401,Reaction to Other mycoplasma,Biotic stress trait,Reaction to Other mycoplasma,,RnOM,,Plant,Reaction to Other mycoplasma,Recommended,Huaman1991:Def_8.6.2,CO_331:0000517,Visual estimation of the plant response to  to other mycoplasma,Estimation,The reaction is estimated by observing visually the appearance  of plants in response to to other mycoplasma,,Huaman1991:Def_8.6.2,CO_331:0000635,RcOM 5 pt. Scale,Ordinal,,,,,1 = Very low,7 = High,9 = Very High,3 = Low,5 = Intermediate,,,,,,,,,
,CO_331:0000766,RtTSgC_Et_1to9,TOTSUG,Evaluation in Trials,PS,"Standard AVRDC,IBPBR,CIP",Huaman1991:Def_6.2.5,"CIP, FAO, IPGRI",Z. Huaman,42492,EN,Sweetpotato,CO_331:0000402,Total sugar content,Quality trait,Total sugar content,,RtTSgC,,Root,Color and shape,Recommended,Huaman1991:Def_6.2.5,CO_331:0000518,Taking standardized photo,Estimation,Visual estimation,,Huaman1991:Def_6.2.5,CO_331:0000636,RtTSgC,,,,,,,,,,,,,,,,,,,
,CO_331:0000767,PtHbt_Ms_img,FOTHAB,Characterizing stocks,RB,"Standard AVRDC,IBPBR,CIP",CIP2016,CIP,G. Rossel,42500,EN,Sweetpotato,CO_331:0000403,Appearance of plant,Morphological trait,Appearance of plant,,PtHbt,,Flower,Color and shape,Recommended,Rossel2016,CO_331:0000519,Taking standardized photo,Measurement,Taking picture,,CIP-TBD2016,CO_331:0000637,Flower picture,Picture,,,,,,,,,,,,,,,,,,
,CO_331:0000768,FrCol_Ms_img,FOTFLW,Characterizing stocks,RB,"Standard AVRDC,IBPBR,CIP",CIP2016,CIP,G. Rossel,42500,EN,Sweetpotato,CO_331:0000404,Appearance of flower,Morphological trait,Appearance of flower,,FrCol,,Root,Color and shape,Recommended,Rossel2016,CO_331:0000520,Taking standardized photo,Measurement,Taking picture,,CIP-TBD2016,CO_331:0000638,Root picture,Picture,,,,,,,,,,,,,,,,,,
,CO_331:0000769,RtCol_Ms_img,FOTROT,Characterizing stocks,RB,"Standard AVRDC,IBPBR,CIP",CIP2016,CIP,G. Rossel,42500,EN,Sweetpotato,CO_331:0000405,Appearance of roots,Morphological trait,Appearance of roots,,RtCol,,Seeds,Color and shape,Recommended,Rossel2016,CO_331:0000521,Taking standardized photo,Measurement,Taking picture,,CIP-TBD2016,CO_331:0000639,Seeds picture,Picture,,,,,,,,,,,,,,,,,,
,CO_331:0000770,FrSds_Ms_img,FOTSDS,Characterizing stocks,RB,"Standard AVRDC,IBPBR,CIP",CIP2016,CIP,G. Rossel,42500,EN,Sweetpotato,CO_331:0000406,Appearance of seeds,Morphological trait,Appearance of seeds,,FrSds,,Leaf,Color and shape,Recommended,Rossel2016,CO_331:0000522,Taking standardized photo,Measurement,Taking picture,,CIP-TBD2016,CO_331:0000640,Leaf picture,Picture,,,,,,,,,,,,,,,,,,
,CO_331:0000771,Lf_Ms_img,FOTLEA,Characterizing stocks,RB,"Standard AVRDC,IBPBR,CIP",CIP2016,CIP,G. Rossel,42500,EN,Sweetpotato,CO_331:0000407,Appearance of leaves,Morphological trait,Appearance of leaves,,Lf,,Leaf,Color and shape,Recommended,Rossel2016,CO_331:0000523,Taking standardized photo,Measurement,Taking picture,,CIP-TBD2016,CO_331:0000641,Leaf picture,Picture,,,,,,,,,,,,,,,,,,
,CO_331:0000772,PtHrb_Ms_img,FOTHRB,Characterizing stocks,RB,"Standard AVRDC,IBPBR,CIP",CIP2016,CIP,G. Rossel,42500,EN,Sweetpotato,CO_331:0000408,Appearance of hearbarium,Morphological trait,Appearance of hearbarium,,PtHrb,,Plant,Color and shape,Recommended,Rossel2016,CO_331:0000524,Taking standardized photo,Measurement,Taking picture,,CIP-TBD2016,CO_331:0000642,Plant picture,Picture,,,,,,,,,,,,,,,,,,
,CO_331:0000773,PtOrg_Ms_img,FOTPLT,Characterizing stocks,RB,Recommended,CIP2016,CIP,G. Rossel,42500,EN,Sweetpotato,CO_331:0000409,Storage Root Shape Uniformity,Morphological trait,Storage Root Shape uniformity within a single plant or plot,,RtShpU,,Root,Uniformity,Recommended,Huaman1991:Def_6.1.4,CO_331:0000525,Taking standardized photo,Measurement,Taking picture,,CIP-TBD2016,CO_331:0000643,Plant picture,Picture,,,,,,,,,,,,,,,,,,
,CO_331:0000774,RtShpP_Et_1to8,RTSHP1,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000069,Storage Root Shape (primary),Morphological trait,Storage Root Shape described from longitudinal sections made about the middle of freshly harvested storage roots,,RtShpP,,Root,Shape,Recommended,Huaman1991:Def_4.2.1,CO_331:0000526,Observation of most frequennt Storage Root Shape,Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000644,RtShpP 8 pt. scale,Ordinal,,,,,1 = Round,4 = Long elliptic,5 = Ovoid,2 = Round elliptic,3 = Elliptic,8 = Asymmetric (tight hill),6 = Blocky (Oblong),7 = Irregular,,,,,,
,CO_331:0000775,RtShpS_Et_1to8,RTSHP2,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000441,Storage Root Shape (secondary),Morphological trait,Storage Root Shape described from latitudinal sections made about the middle of freshly harvested storage roots,,RtShpS,,Root,Shape,Recommended,Huaman1991:Def_4.2.1,CO_331:0000527,Observation of 2nd most frequent Storage Root Shape,Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000645,RtShpS 8 pt. scale,Ordinal,,,,,1 = Round,4 = Long elliptic,5 = Ovoid,2 = Round elliptic,3 = Elliptic,8 = Asymmetric (tight hill),6 = Blocky (Oblong),7 = Irregular,,,,,,
,CO_331:0000776,RtShpU_Et_1to9,RTSHPU,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000409,Storage Root Shape Uniformity,Morphological trait,Storage Root Shape uniformity within a single plant or plot,,RtShpU,,Root,Uniformity,Recommended,Huaman1991:Def_6.1.4,CO_331:0000528,"Observation of an average or all storage roots within a single plant or plot (for example: if a single plant or plot presents several storage root shapes, it would be considered very poor"" shape uniformity and would receive a score of 1""",Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000646,RtShpU 9 pt. scale,Ordinal,,,,,1 = Very Poor,4,5 = Moderate,2 = Poor,3 = Poor,8,9 = Excellent,6,7 = Good,,,,,
,CO_331:0000777,RtStlk_Et_1to9,RTSTALK,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000410,Storage Root Stalk,Morphological trait,Length of stalk joining the storage roots to the stems,,RtStlk,,Root,Length of stalk,Recommended,Huaman1991:Def_6.1.2,CO_331:0000529,Observation of an average or all storage roots within a single plant or plot,Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000647,RtStlk 6 pt. scale,Ordinal,,,,,0 = Sessile or absent,5 = Intermediate (6-8 cm),1 = Very short (<2 cm),3 = Short (2-5 cm),9 = Very long (>12 cm),7 = Long (9-12 cm),,,,,,,,
,CO_331:0000779,RtLDR_Cp_ratio,LDR,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000412,Length to Diameter Ratio of roots,Morphological trait,Ratio of the length of a storage root to its diameter of the average of all storage roots in a single plant or plot,,RtLDR,,Root,Length-to-diameter,Recommended,NCSU2016,CO_331:0000531,Observation of an average or all storage roots within a single plant or plot,Measured by taking the total length and diameter of a storage root,Visual estimation,,NCSU-TBD2016,CO_331:0000649,No scale name found,Continuous,2,0,10,,,,,,,,,,,,,,,
,CO_331:0000780,RtSknCol_Et_1to12,SKINCOLOR,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000413,Skin Color of roots,Morphological trait,The most representative skin color observed is recorded,,RtSknCol,,Storage root skin,color,Recommended,Huaman1991:Def_4.2.4.1,CO_331:0000532,Observation of an average or all storage roots within a single plant or plot,Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000650,RtSknCol 12 pt. scale,Ordinal,,,,,1 = White,4 = Tan,5 = Orange,2 = Cream,3 = Yellow,8 = Red,9 = Light Purple,6 = Rose,7 = Pink,11 = Dark Purple,12 = Brown,10 = Purple,,
,CO_331:0000781,RtSknTxt_Et_1to9,RTSKNTEX,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000414,Skin Texture of roots,Morphological trait,"Storage root skin feel, appearance, or consistency by visual observation and touch",,RtSknTxt,,Root skin,texture,Recommended,NCSU2016,CO_331:0000533,Observation of an average or all storage roots within a single plant or plot,Visual and tactil categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000651,RtSknTxt 9 pt. scale,Ordinal,,,,,1 = Very Rough,4,5 = Moderately Smooth,2,3 = Moderately Rough,8,9 = Very Smooth,6,7 = Smooth,,,,,
,CO_331:0000782,RtFlsColC_Et_0to4,RTFLESH1,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000415,Flesh Color (carotenoids),Morphological trait,Observation of predominant Flesh color described from cross and longitudinal sections made about the middle of freshly harvested storage roots,,RtFlsColC,,Storage root flesh,predominant color,Recommended,NCSU2016,CO_331:0000534,Observation of an average or all storage roots within a single plant or plot,Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000652,RtFlsColC 9 pt. scale,Ordinal,,,,,0 = White,2 = Yellow,2.5 = Yellow with orange,0.5,1 = Cream,3.5 = Dark Orange,4 = Very Dark Orange,2.75 = Orange with yellow,3 = Orange,,,,,
,CO_331:0000783,RtFlsColA_Et_0to4,RTFLESH2,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000416,Flesh Color (anthocyanins),Morphological trait,Observation of predominant Flesh color described from cross and longitudinal sections made about the middle of freshly harvested storage roots,,RtFlsColA,,Storage root flesh,Secondary color,Recommended,NCSU2016,CO_331:0000535,Observation of an average or all storage roots within a single plant or plot,Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000653,RtFlsColA 9 pt. scale,Ordinal,,,,,0 = No Anthocyanins,1.5,2 = Moderate Purple,0.5,1 = Light Purple,3.5,2.5,3 = Dark Purple,4 = Very Dark Purple,,,,,
,CO_331:0000784,RtAdvB_Et_1to9,EYES,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000417,Deep of eyes of roots,Morphological trait,Observation of how deep or shallow predominant eyes or adventitious buds are at the storage root skin interface,,RtAdvB,,Root eye,depth,Recommended,NCSU2016,CO_331:0000536,Observation of an average or all storage roots within a single plant or plot,Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000654,RtAdvB 5 pt. scale,Ordinal,,,,,1 = Very Deep,7 = Shallow,9 = Very Shallow,3 = Deep,5 = Moderate,,,,,,,,,
,CO_331:0000785,RtLtcl_Et_1to9,LENTS,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000418,Number of Lenticels,Morphological trait,Overall assessment of visible lenticels at the storage root interface,,RtLtcl,,Root,Number of lenticels,Recommended,NCSU2016,CO_331:0000537,Observation of an average or all storage roots within a single plant or plot,Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000655,SES 9 pt. scale,Ordinal,,,,,1 = Very Prominent,4,5 = Moderate,2,3 = Prominent,8,9 = None,6,7 = Few,,,,,
,CO_331:0000786,RnPSR_Et_0to5,SSR,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000419,Reaction to Streptomyces Soil Rot,Biotic stress trait,Streptomyces ipomoeae symptom evaluation,,RnPSR,,Root,Reaction to Streoptomuces ipomomoea,Recommended,Huaman1991:Def_8.4.1,CO_331:0000538,Observation of an average or all storage roots within a single plant or plot (greenhouse screen and field screen),Visual categorization,Visual estimation,,NCSU-TBD2016,CO_331:0000656,SES 6 pt. scale,Ordinal,,,,,0 = Highly Susceptible,3 =Moderately Resistant,4 = Resistant,1 = Susceptible,2 = Moderately Susceptible,5 = Highly Resistant,,,,,,,,
,CO_331:0000787,RnMgRKN_Et_0to5,RKN,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000420,Reaction to Root Knot Nematode Meloidogyne spp,Biotic stress trait,Reaction to Root-knot nematode Meloidogyne spp. symptom evaluation,,RnMgRKN,,Root,Reaction to Root-knot nematode Meloidogyne sp,Recommended,Huaman1991:Def_8.2.1,CO_331:0000539,Visual estimation of the roots response to  Root-knot nematode,Visual categorization,The reaction is estimated by observing visually the appearance  of an average or all fibrous roots within a single plant or plotin response to Root-knot nematode,,NCSU greenhouse protocol,CO_331:0000657,RcMgRKN  6 pt. scale,Ordinal,,,,,0 = Highly Susceptible,3 =Moderately Resistant,4 = Resistant,1 = Susceptible,2 = Moderately Susceptible,5 = Highly Resistant,,,,,,,,
,CO_331:0000788,RnMgIRKN_Et_0to7,"RKN, MELOI",Characterizing stocks,PS,Recommended,CIP,CIP,A.Gonzales,42500,EN,Sweetpotato,CO_331:0000421,Reaction to Root Knot Nematode Meloidogyne incognita,Biotic stress trait,Reaction to Root-knot nematode Meloidogyne incognita symptom evaluation,,RnMgIRKN,,Root,Reaction to Root-knot nematode Meloidogyne incognita,Recommended,"Gonzales et al., 2001",CO_331:0000540,Visual estimation of the roots response to  Root-knot nematode,Visual categorization,The reaction is estimated by observing visually the degree of necrosis and porcentage of number of galls of an average 5 o 10 plants fibrous roots in response to Root-knot nematode,,"Gonzales et al., 2001",CO_331:0000658,RcMIgRKN  5 pt. scale,Ordinal,,,,,1= highly resistant  (HR),4 =  Susceptible (S) (26-75%),5= (HS) Highly susceptible (>76%),2= Resistant (1-10%),3 = Moderate resistant (MR)(11-25%),,,,,,,,,
,CO_331:0000789,RnFR_Et_0to5,FWILT,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000422,Reaction to Fusarium oxysporum,Biotic stress trait,Reaction to Fusarium oxysporum batatas symptom evaluation,,RnFR,,Root,Reaction to Fusarium oxysporum,Recommended,Huaman1991:Def_8.3.1,CO_331:0000541,Visual estimation of the roots response to  Fusarium oxysporum,Visual categorization,The reaction is estimated by observing visually the appearance  of an average or all fibrous roots within a single plant or plotin response to Fusarium oxysporum,,NCSU greenhouse protocol,CO_331:0000659,RnFR 6 pt. scale,Ordinal,,,,,0 = Highly Susceptible,3 =Moderately Resistant,4 = Resistant,1 = Susceptible,2 = Moderately Susceptible,5 = Highly Resistant,,,,,,,,
,CO_331:0000790,RtDam_Et_1to14,RTDEF,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000423,Storage Root Defects,Abiotic stress trait,Type and/or name of visible storage root defect,,RtDam,,Root,defect,Recommended,Huaman1991:Def_4.2.2,CO_331:0000542,Observation of an average or all storage roots within a single plant or plot,Visual categorization,,,NCSU greenhouse protocol,CO_331:0000660,RtDam 14 pt. scale,Ordinal,,,,,1 = Blisters (B),4 = Bumpy (B),5 =  Cracking (CR),2 = Tea Staining (TS),3 = Air Cracking (AC),8 = Insect Damage (INS),9 = LT = Excessive Latex,6 = Early Season Cracking (ESC),7 =  Grooves (GR),11 =  Sprouts (SPR),12 =  Striations (STR),10 =  Skinning (SK),13 = Tails (T),14 = Veins (VN)
,CO_331:0000791,RtYldR_Et_1to9,RTRYIELD,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000424,Relative Storage Root Yield,Agronomic trait,Overall visual assessment of storage root yield,,RtYldR,,Root,overall,Recommended,NCSU2016,CO_331:0000543,Observation of an average or all storage roots within a single plant or plot,Visual categorization,,,NCSU-TBD2016,CO_331:0000661,RtYldR 5 pt. scale,Ordinal,,,,,1 = Very Poor,7 = Good,9 = Excellent,3 = Poor,5 = Moderate,,,,,,,,,
,CO_331:0000792,RtYldChk_Cp_pct,RTYLDPCT,Evaluation in Trials,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000425,Storage Root Yield relative to check,Agronomic trait,Overall calculation of relative root yield,,RtYldChk,,Root,relative yield,Recommended,NCSU2016,CO_331:0000544,No method name found,,,,NCSU-TBD2016,CO_331:0000662,No scale name found,Continuous,,,,,,,,,,,,,,,,,,
,CO_331:0000793,RtApr_Et_1to9,RTAPPEAR,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000426,Storage Root Appearance,Morphological trait,Overall visual assessment of storage root yield appearance,,RtApr,,Root,relative size,Recommended,NCSU2016,CO_331:0000545,Observation of an average or all storage roots within a single plant or plot,Visual categorization,,,NCSU-TBD2016,CO_331:0000663,RtApr 9 pt. scale,Ordinal,,,,,1 = Very Poor,5 = Moderate,6,3 = Poor,4,9 = Excellent,7 = Good,8,,,,,,
,CO_331:0000794,PtMtSs_Et_0to4,SEASON,Characterizing stocks,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000427,Growing season,Agronomic trait,Overall visual assessment of storage root size relative to harvest date and/or total growing season,,PtMtSs,,Root,root yield relative to harvest date,Recommended,NCSU2016,CO_331:0000546,Observation of an average or all storage roots within a single plant or plot,Visual observation,,,NCSU-TBD2016,CO_331:0000664,PtMtSs 5 pt. scale,Ordinal,,,,,0 = Late Season,3 = Early to Mid Season,4 = Early Season,1 = Mid to Late Season,2 = Mid Season,,,,,,,,,
,CO_331:0000795,RtFlsAmy_Ms_mgpergDW,AMY,Evaluation in Trials,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000428,Amylose content,Biochemical trait,Amylose content in sweetpotato,,RtFlsAmy,,Root flesh,Amylose content,Recommended,NCSU2016,CO_331:0000547,Amylose - Method,Near Infrared Spectroscopy (NIRS),,,NCSU-TBD2016,CO_331:0000665,g/100 g FW,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000796,RtFlsAsp_Ms_mgpergDW,ASP,Evaluation in Trials,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000429,Asparagine content,Biochemical trait,peonidin content of purple flesh sweetpotato,,RtFlsAsp,,Root flesh,Asparagine content,Recommended,NCSU2016,CO_331:0000548,Asparagine - Method,Near Infrared Spectroscopy (NIRS),,,NCSU-TBD2016,CO_331:0000666,mg/g DW,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000797,RtFlsCya_Ms_mgpergDW,CYAN,Evaluation in Trials,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000430,Cyanidin content,Biochemical trait,"Cyanidin content, it is a pigment found in the purple flesh sweetpotato (PFSP).",,RtFlsCya,,Root flesh,Cyanidin content,Recommended,NCSU2016,CO_331:0000549,Cyanidin - Method,Near Infrared Spectroscopy (NIRS),,,NCSU-TBD2016,CO_331:0000667,mg/g DW,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000798,RtFlsAntM_Ms_mgpergDW,TMA,Evaluation in Trials,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000431,Total Monomeric Anthocyanin content,Biochemical trait,Total Monomeric Anthocyanins content of purple flesh sweetpotato,,RtFlsAntM,,Root flesh,Anthocyanin content,Recommended,NCSU2016,CO_331:0000550,Total Monomeric Anthocyanins - Method,Near Infrared Spectroscopy (NIRS),,,NCSU-TBD2016,CO_331:0000668,mg/g DW,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000799,RtFlsPeo_Ms_mgpergDW,PEO,Evaluation in Trials,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000432,Peonidin content,Biochemical trait,Peonidin content of purple flesh sweetpotato,,RtFlsPeo,,Root flesh,Peonidin content,Recommended,NCSU2016,CO_331:0000551,Peonidin - Method,Near Infrared Spectroscopy (NIRS),,,NCSU-TBD2016,CO_331:0000669,mg/g DW,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000800,RtFlsAnt_Ms_mgpergDW,ANTHO,Evaluation in Trials,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000433,Anthocyanin content,Biochemical trait,Anthocyanin content of purple flesh sweetpotato,,RtFlsAnt,,Root flesh,Anthocyanin content,Recommended,NCSU2016,CO_331:0000552,Anthocyanin - Method,Near Infrared Spectroscopy (NIRS),,,NCSU-TBD2016,CO_331:0000670,mg/g DW,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000801,RtFlsPhe_Ms_mgpergDW,PHEN,Evaluation in Trials,PS,Recommended,NCSU2016,NCSU,C. Yencho,42500,EN,Sweetpotato,CO_331:0000434,Phenol content,Biochemical trait,Phenol content of purple flesh sweetpotato,,RtFlsPhe,,Root flesh,Phenol content,Recommended,NCSU2016,CO_331:0000553,Phenol - Method,Near Infrared Spectroscopy (NIRS),,,NCSU-TBD2016,CO_331:0000671,mg/g DW,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000802,VnNds_Ct_pervine,VINTND,Evaluation in Trials,RG,Recommended,CIP2016,CIP,D. Gemenet,42500,EN,Sweetpotato,CO_331:0000435,Nodes per vine,Morphological trait,Nodes per vine,,VnNds,,Vine,Nodes per vine,Recommended,CIP2016,CO_331:0000554,Nodes per vine evaluation,Measurement,,,CIP_2016,CO_331:0000672,nodes/plant,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000803,PtLvs_ct_perplant,LEFTPP,Evaluation in Trials,RG,Recommended,CIP2016,CIP,D. Gemenet,42500,EN,Sweetpotato,CO_331:0000436,Leaves per plant,Morphological trait,Leaves per plant,,PtLvs,,Plant,Leaves per plant,Recommended,CIP2016,CO_331:0000555,Leaves per plant evaluation,Measurement,,,CIP_2016,CO_331:0000673,leaf/plant,Continuous,2,0,,,,,,,,,,,,,,,,
,CO_331:0000804,LfCol_Ms_image,LEFCPC,Evaluation in Trials,RG,Recommended,CIP2016,CIP,D. Gemenet,42500,EN,Sweetpotato,CO_331:0000437,Color of leave,Morphological trait,Color of leave,,LfCol,,Leaf,Color of leave,Recommended,CIP2016,CO_331:0000556,Color of leave picture,Picture,Taking picture,,CIP_2016,CO_331:0000674,picture,Picture,,,,,,,,,,,,,,,,,,
