curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13,Category 14
,CO_331:0000206,RtDam_Et_1to9,DAMR,Evaluation in Trials,Postharvest (PH),Recommended,"Gruneberg et al., 2019:Def_27","CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000203,Storage root damage,Abiotic stress,The overall assessment of damage to storage roots,,RtDam,,Storage root,Damage,Recommended,"Gruneberg et al., 2019:Def_27",CO_331:0000204,Visual estimation - Storage root damage,Estimation,"Observe the storage root damage and rate it. Observe storage root defects: prominent, including cracks, veins, constrictions and grooves, or a predominance of pencil roots",,"Gruneberg et al., 2019:Def_27",CO_331:0000205,RtDam 5 pt. scale,Ordinal,,,,"Gruneberg et al., 2019:Def_27",1 = None,3 = Light (few roots affected),5 = Moderate (10?30% damaged),7 = Severe (30?60% roots affected),9 = Very severe (> 60% roots affected),,,,,,,,,
,CO_331:0000207,RnWvl_Et_1to9,"WED1, WED","Characterizing stocks,Evaluation in Trials",Root growing (RG),Recommended,Gruneberg2019:Def_28,"CIP, FAO, IPGRI",CIP,,EN,Sweetpotato,CO_331:0000088,Reaction to sweet potato weevil,Biotic stress,The reaction of the storage root to sweet potato weevil,,RnWvl,,Storage root,Reaction to Weevil,Recommended,Gruneberg2019:Def_28,CO_331:0000089,Visual estimation - Reaction to sweet potato weevil,Estimation,Observe the reaction of the storage root to sweet potato weevil and rate it,,Gruneberg2019:Def_28,CO_331:0000090,RnWvl 5 pt. scale,Ordinal,,,,Gruneberg2019:Def_28,1 = No damage,3 = Minor,5 = Moderate,7 = Heavy,9 = Severe damage,,,,,,,,,
,CO_331:0000211,PtRt_Ct_plplot,NOPR,Evaluation in Trials,Emergency (EE),Recommended,"Gruneberg et al., 2019:Def_18","CIP, SASHA",CIP,,EN,Sweetpotato,CO_331:0000208,Number of plants with storage roots,Other/Crop research,Evaluation of the number of plants with storage roots after harvest,,PtRt,,Plant with storage root,Number,Recommended,"Gruneberg et al., 2019:Def_18",CO_331:0000209,Counting - Number of plants with storage roots method,Counting,Count the number of plants with storage roots within net plot and record it,,"Gruneberg et al., 2019:Def_18",CO_331:0000871,plants/plot,Numerical,0.0,0.0,,"Gruneberg et al., 2019",,,,,,,,,,,,,,
,CO_331:0000214,RtCmN_Ct_rtplot,NOCR,Evaluation in Trials,Harvest (H),Recommended,"Gruneberg et al., 2019:Def_19","CIP, SASHA",CIP,,EN,Sweetpotato,CO_331:0000212,Number of commercial storage roots,Other/Crop research,Evaluation of the number of all storage roots that weigh more or equal than 100 g,,RtCmN,,Commercial storage root,Number,Recommended,CIP,CO_331:0000145,Counting - Number of commercial storage roots method,Counting,Count the number of commercial storage roots per net plot and record it. Evaluation of the number of all storage roots that weigh more or equal than 100 g per NET plot,,CIP,CO_331:0000887,storage root/plot,Numerical,0.0,0.0,200.0,"Gruneberg et al., 2019",,,,,,,,,,,,,,
,CO_331:0000217,RtNCmN_Ct_rtplot,NONC,Evaluation in Trials,Harvest (H),Recommended,"Gruneberg et al., 2019:Def_20","CIP, SASHA",CIP,,EN,Sweetpotato,CO_331:0000215,Number of non-commercial storage roots,Other/Crop research,Evaluation of the number of all storage roots that weigh less than 100 g,,RtNCmN,,Non-commercial storage root,Number,Recommended,"Gruneberg et al., 2019:Def_20",CO_331:0002045,Counting - Number of non-commercial storage roots method,Counting,Count the number of non-commercial storage roots per net plot and record it. Evaluation of the number of all storage roots that weigh less than 100 g per NET plot,,"Gruneberg et al., 2019:Def_20",CO_331:0000887,storage root/plot,Numerical,0.0,0.0,200.0,"Gruneberg et al., 2019",,,,,,,,,,,,,,
,CO_331:0000220,RtCmW_Ms_kgplot,CRW,Evaluation in Trials,Harvest (H),Recommended,"Gruneberg et al., 2019:Def_21","CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000218,Weight of commercial storage roots,Agronomic,The weight of the commercial storage roots,,RtCmW,,Commercial storage root,Weight,Recommended,"Gruneberg et al., 2019:Def_21",CO_331:0000146,Measurement - Weight of commercial storage root within net plot method,Measurement,Measure the weight of commercial storage roots within net plot and record it. Select those that are heavier or equal than 100 g,,"Gruneberg et al., 2019:Def_21",CO_331:0000893,kg/plot,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000223,RtNCmW_Ms_kgplot,NCRW,Evaluation in Trials,Harvest (H),Recommended,"Gruneberg et al., 2019:Def_22","CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000221,Weight of non-commercial storage roots,Agronomic,The weight of the non-commercial storage roots,,RtNCmW,,Non-commercial storage root,Weight,Recommended,"Gruneberg et al., 2019:Def_22",CO_331:0002047,Measurement - Weight of non-commercial storage root within net plot method,Measurement,Measure the weight of non-commercial storage roots within net plot and record it. Select those that are lighter than 100 g,,"Gruneberg et al., 2019:Def_22",CO_331:0000893,kg/plot,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000227,VnW_Ms_kgplot,VW,Evaluation in Trials,Harvest (H),Recommended,"Gruneberg et al., 2019:Def_16","CIP, SASHA",CIP,,EN,Sweetpotato,CO_331:0000224,Vine weight,Agronomic,The weight of the vines,,VnW,,Vine,Weight,Recommended,"Gruneberg et al., 2019:Def_16, CIP",CO_331:0000225,Measurement - Weight of vines method,Measurement,Measure the weight of vines after harvest per net plot in kg and record it,,"Gruneberg et al., 2019:Def_16",CO_331:0000893,kg/plot,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000230,RtNumh_Ct_rtplant,NRPP,Evaluation in Trials,Harvest (H),Recommended,"Gruneberg et al., 2019:Def_3.2.10","CIP, SASHA",CloneSelector2015,,EN,Sweetpotato,CO_331:0000079,Number of storage roots,Other/Crop research,The number of storage roots,,RtNum,,Storage root,Number,Recommended,"Gruneberg et al., 2019:Def_3.2.10",CO_331:0000228,Computation - Number of storage roots per plant harvested method,Computation,Compute the number of storage roots per plant harvested within net plot using the formula,Total number of storage roots / Number of plants harvested,"Gruneberg et al., 2019:Def_3.2.10",CO_331:0000891,storage root/plant,Numerical,0.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000233,RtNum_Ct_rtplot,TNRPLOT,Evaluation in Trials,Harvest (H),Recommended,CloneSelector2015,"CIP, SASHA",CloneSelector2015,,EN,Sweetpotato,CO_331:0000079,Number of storage roots,Other/Crop research,The number of storage roots,,RtNum,,Storage root,Number,Recommended,"Gruneberg et al., 2019:Def_3.2.10",CO_331:0000231,Computation - Number of storage roots per plot method,Computation,Compute the number of storage roots per plot in net plot after harvest using the formula,(Number of commercial roots per NET plot + Number of non-commercial roots per NET plot),CloneSelector2015,CO_331:0000887,storage root/plot,Numerical,0.0,0.0,200.0,"Gruneberg et al., 2019",,,,,,,,,,,,,,
,CO_331:0000237,RtTWt_Cp_kgplot,TRW,Evaluation in Trials,Harvest (H),Recommended,"Gruneberg et al., 2019:Def_3.2.12","CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000234,Total storage root weight,Agronomic,The total weight of the storage roots,,RtTWt,,Storage root,Weight,Recommended,"Gruneberg et al., 2019:Def_3.2.12",CO_331:0000235,Computation - Total storage root weight per net plot method,Computation,Compute the total weight of storage roots per net plot using the formula,Weight of commercial storage roots + Weight of non-commercial storage roots,"Gruneberg et al., 2019:Def_3.2.12",CO_331:0000893,kg/plot,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000239,RtCrk_Et_0to7,SGROOT,Evaluation in Trials,Postharvest (PH),Legacy,Huaman1991:Def_6.1.6,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000097,Storage root cracking,Agronomic,The cracking of the storage root,,RtCrk,,Storage root,Cracking,Legacy,Huaman1991:Def_6.1.6,CO_331:0000238,Estimation - Storage root cracking method,Estimation,Observe the cracking of the storage root and rate it. Average cracking shown in ten plants,,Huaman1991:Def_6.1.6,CO_331:0000099,RtCrk 4 pt. scale,Ordinal,,,,Huaman1991:Def_6.1.6,0 = Absent,3 = Few cracks,5 = Medium number of cracks,7 = Many cracks,,,,,,,,,,
,CO_331:0000243,RtFWt_Ms_g,DMF,Evaluation in Trials,Postharvest (HP),Recommended,"Gruneberg et al., 2019:Def_29","CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000240,Fresh weight of the storage root,Quality,The fresh weight of the storage root samples,,RtFWt,,Storage root,Fresh weight,Recommended,Gruneberg2019:Def_29,CO_331:0000241,Measurement - Fresh weight of the storage root,Measurement,Measure the fresh weight of the storage root sample and record it,,Gruneberg2019:Def_29,CO_331:0000905,g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000247,RtDWt_Ms_g,DMD,Evaluation in Trials,Postharvest (HP),Recommended,"Gruneberg et al., 2019:Def_31","CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000244,Dry weight of the storage root,Quality,The dry weight of the storage root samples,,RtDWt,,Storage root,Dry weight,Recommended,Gruneberg2019:Def_31,CO_331:0000245,Measurement - Dry weight of the storage root,Measurement,Measure the dry weight of the storage root sample and record it,,Gruneberg2019:Def_31,CO_331:0000905,g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000251,VnFWt_Et_g,"DMVF,DMFV",Evaluation in Trials,Postharvest (HP),Recommended,CloneSelector2015:Def_10,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000248,Fresh weight of vines,Quality,The fresh weight of the vines samples,,VnFWt,,Vine,Fresh weight,Recommended,CloneSelector2015:Def_10,CO_331:0000249,Measurement - Fresh weight of the vine,Measurement,Measure the fresh weight of vines sample and record it,,CloneSelector2015:Def_10,CO_331:0000905,g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000255,VnDWt_Ms_g,"DMVD,DMDV",Evaluation in Trials,Postharvest (HP),Recommended,CloneSelector2015:Def_11,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000252,Dry weight of vines,Quality,The dry weight of the vines samples,,VnDWt,,Vine,Dry weight,Recommended,CloneSelector2015:Def_11,CO_331:0000253,Measurement - Dry weight of vines,Measurement,Measure the dry weight of vines sample and record it,,CloneSelector2015:Def_11,CO_331:0000905,g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000259,BlRtFlsFbC_Et_1to9,COOF,Evaluation in Trials,Postharvest (PH),Recommended,Gruneberg2019:Def_32,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000256,Boiled storage root fiber content,Quality,The fiber content of the boiled storage root,,BlRtFlsFbC,,Boiled storage root,Fiber content,Recommended,Gruneberg2019:Def_32,CO_331:0000257,Estimation - Fiber method in boiled storage root,Estimation,Observe and taste the boiled storage root fiber and rate it,,Gruneberg2019:Def_32,CO_331:0000258,BlRtFlsFbC 5 pt. Scale,Ordinal,,,,Gruneberg2019:Def_32,1 = Non-fibrous,3 = Slightly fibrous,5 = Moderately fibrous,7 = Fibrous,9 = Very fibrous,,,,,,,,,
,CO_331:0000260,RtFlsFf_Ms_pct,FIBER,Evaluation in Trials,Postharvest (PH),Legacy,Huaman1991:Def_6.2.3,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000130,Storage root fiber content,Quality,The fiber content of the raw storage root,,RtFlsFf,,Storage root,Fiber content,Recommended,Gruneberg,CO_331:0000131,Estimation - Fiber content,Estimation,Observe the fiber content of storage roots evaluated in percentage fresh weight,,Huaman1991:Def_6.2.3,CO_331:0000900,%,Numerical,2.0,0.0,100.0,CIP,,,,,,,,,,,,,,
,CO_331:0000261,RtFlsSwt_Et_1to9,"TASTE,COOSU",Evaluation in Trials,Postharvest (PH),Recommended,Gruneberg2019:Def_33,"CIP, FAO, IPGRI, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000139,Boiled storage root flesh sweetness,Quality,The sweetness of the boiled storage root flesh,Storage root sweetness,RtFlsSwt,,Boiled storage root flesh,Sweetness,Recommended,Gruneberg2019:Def_33,CO_331:0000140,Estimation - Sweetness method,Estimation,Taste the boiled storage root flesh sweetness and rate it,,Gruneberg2019:Def_33,CO_331:0000141,RtFlsSwt 9 pt. scale,Ordinal,,,,Gruneberg2019:Def_33,1 = Not at all sweet,3 = Slightly sweet,5 = Moderately sweet,7 = Sweet,9= Very sweet,,,,,,,,,
,CO_331:0000263,RtFlsTxH_Et_1to9,RTTEXT,Evaluation in Trials,Postharvest (PH),Recommended,Huaman1991:Def_6.2.9.3,"CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000136,Storage root flesh texture,Quality,The texture of storage root flesh,,RtFlsTx,,Storage root flesh,Texture,Recommended,Huaman1991:Def_6.2.9.3,CO_331:0000137,Estimation - Texture method,Estimation,Taste the boiled storage root flesh texture and rate it,,Huaman1991:Def_6.2.9.3,CO_331:0000262,RtFlsTxH 5 pt. scale,Ordinal,,,,Huaman1991:Def_6.2.9.3,1 = Dry,3 = Some what dry,5 = Intermediate,7 = Moist,9 = Very moist,,,,,,,,,
,CO_331:0000265,RtFlsTxG_Et_1to9,"TEXTBR, COOST",Evaluation in Trials,Postharvest (PH),Recommended,Gruneberg2019:Def_34,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000136,Storage root flesh texture,Quality,The texture of storage root flesh,,RtFlsTx,,Storage root flesh,Texture,Recommended,Huaman1991:Def_6.2.9.3,CO_331:0000137,Estimation - Texture method,Estimation,Taste the boiled storage root flesh texture and rate it,,Huaman1991:Def_6.2.9.3,CO_331:0000264,RtFlsTxG 9 pt. Scale,Ordinal,,,,Gruneberg2019:Def_34,1 = Very moist,3 = Moist,5 = Moderately dry,7 = Dry,9 = Very dry,,,,,,,,,
,CO_331:0000269,RtFlsTs_Et_1to9,COOT,Evaluation in Trials,Postharvest (PH),Recommended,Gruneberg2019:Def_35,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000266,Boiled storage root flesh taste,Quality,The overall taste of the boiled storage root flesh,,RtFlsTs,,Boiled storage root flesh,Taste,Recommended,Gruneberg2019:Def_35,CO_331:0000267,Estimation - Taste method,Estimation,Taste the boiled storage root flesh and rate it,,Gruneberg2019:Def_35,CO_331:0000268,RtFlsTs 9 pt. scale,Ordinal,,,,Gruneberg2019:Def_35,1= Excellent,3= Good,5= Fair,7= Poor,9= Horrible,,,,,,,,,
,CO_331:0000273,RtFlsAp_Et_1to9,COOAP,Evaluation in Trials,Postharvest (PH),Legacy,Gruneberg2019:Def_36,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0000270,Boiled storage root appearance,Quality,The overall appearance of the boiled storage root flesh,,RtFlsAp,,Boiled storage root flesh,Appearance,Legacy,Gruneberg2019:Def_36,CO_331:0000271,Estimation - Appearance method,Estimation,Visual estimation of the storage root flesh appearance and rate it,,Gruneberg2019:Def_36,CO_331:0000272,RtFlsAp 9 pt. Scale,Ordinal,,,,Gruneberg2019:Def_36,1= Excellent,3= Good,5= Fair,7= Poor,9= Horrible,,,,,,,,,
,CO_331:0000277,"RtSpA_Et_1to9,RSPR",RSPR,Evaluation in Trials,Root growing (RG),Recommended,"CloneSelector2015:Def_03, Huaman1991:Def_6.2.8","CIP, FAO, IPGRI",Z. Huaman,,EN,Sweetpotato,CO_331:0000274,Sprouting ability,Agronomic,Ability to produce new sprout,,RtSpA,,Storage root,Sprounting ability,Recommended,"CloneSelector2015:Def_03, Huaman1991:Def_6.2.8",CO_331:0000275,Evaluation of roots for sprouting ability,Estimation,Overall assessment using a scale of 1 to 9.,,"CloneSelector2015:Def_03, Huaman1991:Def_6.2.8",CO_331:0000276,RtSprt 9 pt. scale,Ordinal,,,,"CloneSelector2015:Def_03, Huaman1991:Def_6.2.8",1= Excellent,2= Excellent to good,3= Good,4= Good to fair,5= Fair,6= Fair to poor,7= Poor,8= Poor to terrible,9= Terrible,,,,,
,CO_331:0000278,RwRtPrt_Ms_%DW,PRODW,Evaluation in Trials,Postharvest (PH),Recommended,CIP_QNlab,"CIP, SASHA, NCSU",T.ZumFelde,,EN,Sweetpotato,CO_331:0000100,Storage root protein content in dry weight basis,Quality,Protein content in dry weight basis of the storage root,,RtPrtDw,,Storage root,Protein content in dry weight basis,Recommended,CloneSelector2015:Def_04,CO_331:0002108,Measurement protein - Near-infrared spectroscopy (NIRS) method of the boiled storage root in dry weight,Measurement,Measure the protein content of the boiled storage root in dry weight and record it,,CIP_QNlab,CO_331:0000900,%,Numerical,2.0,0.0,100.0,CIP,,,,,,,,,,,,,,
,CO_331:0000279,RtFlsFe_Ms_ICP_mg100gFW,FeFW,Evaluation in Trials,Postharvest (PH),Recommended,CloneSelector2015:Def_01,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0002079,Storage root iron concentration in fresh weight basis,Quality,The iron concentration in fresh weight basis of the storage root,,RtFlsFeFw,,Storage root,Iron concentration in fresh weight basis,Recommended,CloneSelector2015:Def_01,CO_331:0002101,Measurement iron- Inductively coupled plasma atomic emission spectroscopy (ICP-OES) method in fresh weight,Measurement,Measure the iron concentration in fresh weight basis and record it,,Hansen et al. 2009,CO_331:0000925,mg/100g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000280,RtFlsZn_Ms_ICP_mg100gFW,ZnFW,Evaluation in Trials,Postharvest (PH),Recommended,CloneSelector2015:Def_02,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0002054,Storage root zinc concentration in fresh weight basis,Quality,The zinc concentration in fresh weight basis of the storage root,,RtFlsZnFw,,Storage root,Zinc concentration in fresh weight basis,Recommended,CloneSelector2015:Def_02,CO_331:0002143,Measurement zinc- Inductively coupled plasma atomic emission spectroscopy (ICP-OES) method in fresh weight,Measurement,Measure the zinc concentration in fresh weight basis and record it with ICP,,Hansen et al. 2009,CO_331:0000925,mg/100g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000284,RtFlsCa_Ms_ICP_mg100gFW,CaFW,Evaluation in Trials,Postharvest (PH),Recommended,CloneSelector2015:Def_20,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0002053,Storage root calcium concentration in fresh weight basis,Quality,The calcium concentration in fresh weight basis of the storage root,,RtFlsCaFw,,Storage root,Calcium concentration in fresh weight basis,Recommended,CloneSelector2015:Def_20,CO_331:0002084,Measurement  Calcium- Inductively coupled plasma atomic emission spectroscopy (ICP-OES) method in fresh weight,Measurement,Measure the calcium concentration in fresh weight basis and record it,,Hansen et al. 2009,CO_331:0000925,mg/100g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000288,RtFlsMg_Ms_ICP_mg100gFW,MgFW,Evaluation in Trials,Postharvest (PH),Recommended,CloneSelector2015:Def_21,"CIP, SASHA",W. Gruneberg,,EN,Sweetpotato,CO_331:0002057,Storage root magnesium concentration in fresh weight basis,Quality,Content of magnesium in fresh weight basis of the storage root,,RtFlsMgFw,,Storage root,Magnesium concentration in fresh weight basis,Recommended,CloneSelector2015:Def_21,CO_331:0002126,Measurement the magnesium- Inductively coupled plasma atomic emission spectroscopy (ICP-OES) method in fresh weight,Measurement,Measure the magnesium concentration in fresh weight basis and record it,,Hansen et al. 2009,CO_331:0000925,mg/100g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000289,RwRtBC_Ms_mg100gDW,RWBCDW,Evaluation in Trials,Postharvest (PH),,CIP_QNlab,CIP,T.ZumFelde,,EN,Sweetpotato,CO_331:0002051,Storage root beta-carotene concentration in dry weight basis,Quality,The beta-carotene concentration in dry weight basis of the storage root,,RtBCDw,,Storage root,Beta-carotene concentration in dry weight basis,Recommended,CloneSelector2015:Def_01,CO_331:0002120,Measurement the beta-carotene- High-performance liquid chromatography (HPLC) method of the baked storage root in fresh weight basis,Measurement,Measure the beta-carotene concentration of the baked storage root in fresh weight basis and record it,,CIP_QNlab,CO_331:0000925,mg/100g,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
